2019-04-23 20:32:21,315 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry 41 - Registering application SERVICE1 with eureka with status UP
2019-04-23 20:32:21,315 [main] INFO  c.netflix.discovery.DiscoveryClient 1305 - Saw local status change event StatusChangeEvent [timestamp=1556022741315, current=UP, previous=STARTING]
2019-04-23 20:32:21,318 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient 826 - DiscoveryClient_SERVICE1/windows10.microdone.cn:service1:8881: registering service...
2019-04-23 20:32:21,328 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8881"]
2019-04-23 20:32:21,359 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 204 - Tomcat started on port(s): 8881 (http) with context path ''
2019-04-23 20:32:21,360 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration 143 - Updating port to 8881
2019-04-23 20:32:21,363 [main] INFO  com.ly.service1.Service1Application 59 - Started Service1Application in 6.394 seconds (JVM running for 7.53)
2019-04-23 20:32:21,364 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient 835 - DiscoveryClient_SERVICE1/windows10.microdone.cn:service1:8881 - registration status: 204
2019-04-23 20:32:36,248 [http-nio-8881-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-04-23 20:32:36,248 [http-nio-8881-exec-1] INFO  o.s.web.servlet.DispatcherServlet 524 - Initializing Servlet 'dispatcherServlet'
2019-04-23 20:32:36,259 [http-nio-8881-exec-1] INFO  o.s.web.servlet.DispatcherServlet 546 - Completed initialization in 11 ms
2019-04-23 20:32:36,564 [http-nio-8881-exec-1] INFO  c.alibaba.druid.pool.DruidDataSource 106 - {dataSource-1} inited
